Sigma,Mu
0.0986737241270642,0.112931156480722
0.0993852898987576,0.114543943328719
0.100123187657927,0.116156730176716
0.100886839620821,0.117769517024713
0.101675665495429,0.11938230387271
0.102489084016631,0.120995090720706
0.103326514383123,0.122607877568704
0.104187377594083,0.1242206644167
0.105071097684694,0.125833451264697
0.105977102860804,0.127446238112694
0.106904826533888,0.129059024960691
0.107853708258364,0.130671811808688
0.108823194573988,0.132284598656685
0.109812739756662,0.133897385504682
0.110821806481437,0.135510172352679
0.111849866401896,0.137122959200676
0.112896400650345,0.138735746048673
0.113960900263437,0.14034853289667
0.11504286653796,0.141961319744667
0.116141811321579,0.143574106592664
0.11725725724326,0.145186893440661
0.118388737888091,0.146799680288658
0.119535797921068,0.148412467136655
0.120697993164287,0.150025253984652
0.121874890631804,0.151638040832649
0.123066068526262,0.153250827680646
0.124271116201133,0.154863614528643
0.125489634092257,0.15647640137664
0.126721233622113,0.158089188224637
0.127965537080028,0.159701975072634
0.129222177481337,0.161314761920631
0.130490798408258,0.162927548768628
0.13177105383505,0.164540335616625
0.133062607939807,0.166153122464622
0.134365134905058,0.167765909312619
0.135678318709123,0.169378696160616
0.137001852910034,0.170991483008613
0.138335440423628,0.17260426985661
0.139678793297279,0.174217056704607
0.14103163248058,0.175829843552604
0.142393687594145,0.177442630400601
0.143764696697587,0.179055417248598
0.145144406057579,0.180668204096595
0.146532569916842,0.182280990944592
0.147928950264744,0.183893777792589
0.149333316610168,0.185506564640586
0.150745445757158,0.187119351488583
0.152165121583838,0.18873213833658
0.153592134824973,0.190344925184577
0.155026282858519,0.191957712032574
0.156467369496438,0.193570498880571
0.157915204779996,0.195183285728568
0.159369604779738,0.196796072576565
0.160830391400258,0.198408859424562
0.162297392189889,0.200021646272559
0.163770440155376,0.201634433120556
0.165249373581568,0.203247219968553
0.166734035856163,0.20486000681655
0.168224275299483,0.206472793664547
0.169719944999274,0.208085580512544
0.17122090265048,0.209698367360541
0.172727010399943,0.211311154208538
0.17423813469596,0.212923941056535
0.175754146142619,0.214536727904532
0.177274919358839,0.216149514752529
0.178800332842009,0.217762301600526
0.180330268836133,0.219375088448523
0.181864613204381,0.22098787529652
0.183403255305936,0.222600662144517
0.18494608787703,0.224213448992514
0.186493006916051,0.225826235840511
0.188043911572618,0.227439022688508
0.189598704040506,0.229051809536505
0.191157289454304,0.230664596384502
0.192719575789701,0.232277383232499
0.194285473767279,0.233890170080496
0.195854896759714,0.235502956928493
0.197427760702259,0.23711574377649
0.19900398400642,0.238728530624487
0.200583487476698,0.240341317472484
0.202166194230317,0.241954104320481
0.203752029619815,0.243566891168478
0.205340921158415,0.245179678016475
0.206932798448064,0.246792464864472
0.208527593110063,0.248405251712469
0.210125238718183,0.250018038560466
0.211725670734181,0.251630825408463
0.213328826445637,0.25324361225646
0.214934644906016,0.254856399104457
0.216543066876882,0.256469185952454
0.218154034772188,0.258081972800451
0.219767492604553,0.259694759648448
0.221383385933471,0.261307546496445
0.22300166181536,0.262920333344442
0.224622268755403,0.264533120192439
0.226245156661099,0.266145907040436
0.227870276797467,0.267758693888433
0.229497581743843,0.26937148073643
0.231127025352203,0.270984267584427
0.232758562706964,0.272597054432424
0.234392150086206,0.274209841280421
0.236027744924247,0.275822628128418
0.237665305775547,0.277435414976415
0.239304792279871,0.279048201824412
0.240946165128661,0.280660988672409
0.242589386032597,0.282273775520406
0.244234417690269,0.283886562368403
0.245881223757947,0.2854993492164
0.247529768820389,0.287112136064397
0.249180018362654,0.288724922912394
0.250831938742893,0.290337709760391
0.252485497166061,0.291950496608388
0.25414066165853,0.293563283456385
0.255797401043573,0.295176070304382
0.257455684917669,0.296788857152379
0.259115483627617,0.298401644000376
0.260776768248419,0.300014430848373
0.262439510561909,0.30162721769637
0.264103683036089,0.303240004544367
0.265769258805167,0.304852791392364
0.267436211650251,0.306465578240361
0.269104515980679,0.308078365088358
0.270774146815979,0.309691151936355
0.272445079768411,0.311303938784352
0.274117291026084,0.312916725632349
0.275790757336627,0.314529512480346
0.277465455991389,0.316142299328343
0.279141364810158,0.31775508617634
0.28081846212636,0.319367873024337
0.282496726772751,0.320980659872334
0.284176138067557,0.322593446720331
0.28585667580106,0.324206233568328
0.287538320222613,0.325819020416325
0.289221052028064,0.327431807264322
0.290904852347579,0.329044594112319
0.292589702733847,0.330657380960316
0.294275585150661,0.332270167808313
0.295962481961845,0.33388295465631
0.297650375920534,0.335495741504307
0.299339250158784,0.337108528352304
0.301029088177504,0.338721315200301
0.302719873836695,0.340334102048298
0.304411591345989,0.341946888896295
0.306104225255482,0.343559675744292
0.307797760446838,0.345172462592289
0.309492182124665,0.346785249440286
0.311187475808159,0.348398036288283
0.312883627322985,0.35001082313628
0.314580622793413,0.351623609984277
0.316278448634685,0.353236396832274
0.317977091545606,0.354849183680271
0.31967653850136,0.356461970528268
0.321376776746528,0.358074757376265
0.323077793788327,0.359687544224262
0.324779577390029,0.361300331072259
0.326482115564586,0.362913117920256
0.32818539656843,0.364525904768253
0.32988940889546,0.36613869161625
0.331594141271197,0.367751478464247
0.33329958264711,0.369364265312244
0.335005722195101,0.370977052160241
0.33671254930215,0.372589839008238
0.338420053565111,0.374202625856234
0.340128224785655,0.375815412704232
0.341837052965354,0.377428199552228
0.343546528300903,0.379040986400225
0.34525664117948,0.380653773248222
0.34696738217423,0.382266560096219
0.348678742039873,0.383879346944216
0.35039071170844,0.385492133792213
0.352103282285118,0.38710492064021
0.353816445044219,0.388717707488207
0.355530191425247,0.390330494336204
0.35724451302908,0.391943281184201
0.358959401614256,0.393556068032198
0.360674849093353,0.395168854880195
0.362390847529474,0.396781641728192
0.364107389132815,0.398394428576189
0.365824466257342,0.400007215424186
0.367542071397535,0.401620002272183
0.369260197185239,0.40323278912018
0.370978836386579,0.404845575968177
0.372697981898973,0.406458362816174
0.374417626748211,0.408071149664171
0.376137764085615,0.409683936512168
0.377858387185276,0.411296723360165
0.379579489441353,0.412909510208162
0.381301064365453,0.414522297056159
0.383023105584068,0.416135083904156
0.384745606836088,0.417747870752153
0.386468561970367,0.41936065760015
0.388191964943359,0.420973444448147
0.389915809816807,0.422586231296144
0.391640090755498,0.424199018144141
0.39336480202507,0.425811804992138
0.395089937989868,0.427424591840135
0.396815493110868,0.429037378688132
0.39854146194364,0.430650165536129
0.400267839136364,0.432262952384126
0.401994619427901,0.433875739232123
0.403721797645904,0.43548852608012
0.405449368704979,0.437101312928117
0.40717732760489,0.438714099776114
0.408905669428809,0.440326886624111
0.410634389341605,0.441939673472108
0.41236348258818,0.443552460320105
0.414092944491837,0.445165247168102
0.415822770452696,0.446778034016099
0.41755295594614,0.448390820864096
0.419283496521305,0.450003607712093
0.4210143877996,0.45161639456009
0.422745625473264,0.453229181408087
0.424477205303958,0.454841968256084
0.426209123121391,0.456454755104081
0.427941374821971,0.458067541952078
0.429673956367501,0.459680328800075
0.43140686378389,0.461293115648072
0.433140093159905,0.462905902496069
0.434873640645945,0.464518689344066
0.436607502452849,0.466131476192063
0.438341674850725,0.46774426304006
0.440076154167812,0.469357049888057
0.441810936789361,0.470969836736054
0.443546019156549,0.472582623584051
0.445281397765412,0.474195410432048
0.447017069165804,0.475808197280045
0.448753029960378,0.477420984128042
0.450489276803591,0.479033770976039
0.452225806400733,0.480646557824036
0.453962615506974,0.482259344672033
0.455699700926433,0.48387213152003
0.457437059511269,0.485484918368027
0.459174688160792,0.487097705216024
0.460912583820591,0.488710492064021
0.462650743481684,0.490323278912018
0.464389164179682,0.491936065760015
0.466127842993981,0.493548852608012
0.467866777046958,0.495161639456009
0.469605963503193,0.496774426304006
0.471345399568708,0.498387213152003
0.473085082490218,0.5
